sap_module,sap_table,sap_field,sap_description,sap_data_element,sap_domain,classification_bucket,knowledge_available,knowledge_tag_level,knowledge_tag_reason,knowledge_tag_note
PP,STPO,VACKZ,Indicator: not displayed in automatic configuration,VACKZ,X,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=X; data_element=VACKZ; description=Indicator: not displayed in automatic configuration
PP,STPO,CLMUL,Multiple Selection Allowed,CLMULT,XFELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=XFELD; data_element=CLMULT; description=Multiple Selection Allowed
PP,STPO,CLALT,Alternative Display Format,CLALT,XFELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=XFELD; data_element=CLALT; description=Alternative Display Format
PP,STPO,CVIEW,Organizational Area,ABTEILUNG,CHAR10,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=CHAR10; data_element=ABTEILUNG; description=Organizational Area
PP,STPO,KZKUP,Indicator: co-product,KZKUP,XFELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=XFELD; data_element=KZKUP; description=Indicator: co-product
PP,STPO,INTRM,Intra Material,INTRM,MATNR,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=MATNR; data_element=INTRM; description=Intra Material
PP,STPO,TPEKZ,Indicator: restrictions exist,TPEKZ,XFELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=XFELD; data_element=TPEKZ; description=Indicator: restrictions exist
PP,STPO,ALPST,Alternative item: strategy,CS_ALPST,CS_ALPST,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=CS_ALPST; data_element=CS_ALPST; description=Alternative item: strategy
PP,STPO,ALPRF,Alternative item: ranking order,CS_ALPRF,NUM2,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=NUM2; data_element=CS_ALPRF; description=Alternative item: ranking order
PP,STPO,ALPGR,Alternative item: group,CS_ALPGR,CHAR2,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=CHAR2; data_element=CS_ALPGR; description=Alternative item: group
PP,STPO,KZNFP,Indicator: Follow-Up Item,CS_KZNFP,XFELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=XFELD; data_element=CS_KZNFP; description=Indicator: Follow-Up Item
PP,STPO,NFGRP,Follow-up group,CS_NFGRP,CHAR2,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=CHAR2; data_element=CS_NFGRP; description=Follow-up group
PP,STPO,NFEAG,Discontinuation group,CS_NFEAG,CHAR2,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=CHAR2; data_element=CS_NFEAG; description=Discontinuation group
PP,STPO,KNDBZ,Indicator: BOM item changed/selected via obj. dependencies,CS_KNDBZ,CHAR1,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=CHAR1; data_element=CS_KNDBZ; description=Indicator: BOM item changed/selected via obj. dependencies
PP,STPO,CLSZU,Classification number,CS_CLSZU,NUM8,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=NUM8; data_element=CS_CLSZU; description=Classification number
PP,STPO,KZCLB,Indicator: classification as selection condition,CS_KZCLB,XFELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=XFELD; data_element=CS_KZCLB; description=Indicator: classification as selection condition
PP,STPO,PRVBE,Production Supply Area,PRVBE,PRVBE,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=PRVBE; data_element=PRVBE; description=Production Supply Area
PP,STPO,IDPOS,Item group,CS_IDPOS,CS_IDPOS,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=CS_IDPOS; data_element=CS_IDPOS; description=Item group
PP,STPO,IDHIS,History counter,CS_IDHIS,NUMC5,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=NUMC5; data_element=CS_IDHIS; description=History counter
PP,STPO,ALEKZ,ALE indicator,CS_ALEKZ,XFELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=XFELD; data_element=CS_ALEKZ; description=ALE indicator
PP,STPO,SGT_CMKZ,Segmentation Maintained for BOM Components,SGT_CMKZ,CHAR1,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=CHAR1; data_element=SGT_CMKZ; description=Segmentation Maintained for BOM Components
PP,STPO,ECN_TO,Change Number To,AENRA,AENNR,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=AENNR; data_element=AENRA; description=Change Number To
PP,STPO,ECN_TO_RKEY,Change Number To,AENRA,AENNR,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=AENNR; data_element=AENRA; description=Change Number To
PP,STPO,DUMMY_STPO_INCL_EEW_PS,Data Element for Extensibility of Maintain BOM Item,STPO_INCL_EEW,STPO_INCL_EEW,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=STPO_INCL_EEW; data_element=STPO_INCL_EEW; description=Data Element for Extensibility of Maintain BOM Item
PP,STPO,CUFACTOR,CU: Number of CU Instances,/CUM/CUFACTOR,/CUM/CUFACTOR,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=/CUM/CUFACTOR; data_element=/CUM/CUFACTOR; description=CU: Number of CU Instances
PP,STPO,/SAPMP/MET_LRCH,Length Calculation Method,/SAPMP/MET_LRCH,/SAPMP/MET_LRCH,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=/SAPMP/MET_LRCH; data_element=/SAPMP/MET_LRCH; description=Length Calculation Method
PP,STPO,/SAPMP/MAX_FERTL,Maximum Production Length,/SAPMP/MAX_FERTL,/SAPMP/MAX_FERTL,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=/SAPMP/MAX_FERTL; data_element=/SAPMP/MAX_FERTL; description=Maximum Production Length
PP,STPO,/SAPMP/FIX_AS_J,Fixed Scrap - Any Length,/SAPMP/FIX_AS_J,/SAPMP/FIX_AS_J,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=/SAPMP/FIX_AS_J; data_element=/SAPMP/FIX_AS_J; description=Fixed Scrap - Any Length
PP,STPO,/SAPMP/FIX_AS_E,Fixed Scrap - First Length,/SAPMP/FIX_AS_E,/SAPMP/FIX_AS_E,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=/SAPMP/FIX_AS_E; data_element=/SAPMP/FIX_AS_E; description=Fixed Scrap - First Length
PP,STPO,/SAPMP/FIX_AS_L,Fixed Scrap - Last Length,/SAPMP/FIX_AS_L,/SAPMP/FIX_AS_L,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=/SAPMP/FIX_AS_L; data_element=/SAPMP/FIX_AS_L; description=Fixed Scrap - Last Length
PP,STPO,/SAPMP/ABL_ZAHL,Number of Run-In Lengths,/SAPMP/ABL_ZAHL,NUMC6,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=NUMC6; data_element=/SAPMP/ABL_ZAHL; description=Number of Run-In Lengths
PP,STPO,FSH_VMKZ,Deviation Values Maintained for Component at Variant Level,FSH_VMKZ,CHAR1,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=CHAR1; data_element=FSH_VMKZ; description=Deviation Values Maintained for Component at Variant Level
PP,STPO,FSH_PGQR,Quantity Distribution Profile,FSH_QD_PROFILE,FSH_QD_PROFILE,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=FSH_QD_PROFILE; data_element=FSH_QD_PROFILE; description=Quantity Distribution Profile
PP,STPO,FSH_CRITICAL_COMP,Critical Component Indicator,FSH_CRITICAL_COMP,FSH_CRITICAL_COMP,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=FSH_CRITICAL_COMP; data_element=FSH_CRITICAL_COMP; description=Critical Component Indicator
PP,STPO,SERVICEDURATION,Duration of Lean Service,SERVICEDURATION,DAUER_4_1,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=DAUER_4_1; data_element=SERVICEDURATION; description=Duration of Lean Service
PP,STPO,SERVICEDURATIONUNIT,Duration Unit for a Lean Service,SERVICEDURATIONUNIT,MEINS,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=MEINS; data_element=SERVICEDURATIONUNIT; description=Duration Unit for a Lean Service
PP,PLKO,TECHV,Technical status from,TECHV,TECHS,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=TECHS; data_element=TECHV; description=Technical status from
PP,PLKO,PARKZ,Indicator: inactive changes,PARKZ,XFELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=XFELD; data_element=PARKZ; description=Indicator: inactive changes
PP,PLKO,VERWE,Task List Usage,PLN_VERWE,PLN_VERWE,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=PLN_VERWE; data_element=PLN_VERWE; description=Task List Usage
PP,PLKO,VAGRP,Responsible Planner Group or Department,VAGRP,VAGRP,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=VAGRP; data_element=VAGRP; description=Responsible Planner Group or Department
PP,PLKO,PROFIDNETZ,Profile,PROFID_STD,PROFID,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=PROFID; data_element=PROFID_STD; description=Profile
PP,PLKO,QVEWERKS,Plant of Selected Set for Automatic Usage Decision,QVEWERKS,WERKS,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=WERKS; data_element=QVEWERKS; description=Plant of Selected Set for Automatic Usage Decision
PP,PLKO,QVEMENGE,Selected Set for Usage Decision,QVEMENGE,QAUSWAHLMG,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=QAUSWAHLMG; data_element=QVEMENGE; description=Selected Set for Usage Decision
PP,PLKO,QVEDATUM,System Date When Usage Decision Was Recorded,QVEDATUM,DATUM,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=DATUM; data_element=QVEDATUM; description=System Date When Usage Decision Was Recorded
PP,PLKO,QDYNREGEL,Dynamic Modification Rule,QDYNREGEL,QDYNREGEL,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=QDYNREGEL; data_element=QDYNREGEL; description=Dynamic Modification Rule
PP,PLKO,QDYNHEAD,Level at Which Dynamic Modification Parameters Are Defined,QDYNHEAD,QDYNHEAD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=QDYNHEAD; data_element=QDYNHEAD; description=Level at Which Dynamic Modification Parameters Are Defined
PP,PLKO,QPRZIEHVER,Sample-Drawing Procedure,QPRZIEHVER,QPRZIEHVER,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=QPRZIEHVER; data_element=QPRZIEHVER; description=Sample-Drawing Procedure
PP,PLKO,QKZRASTER,Inspection Point,QKZRASTER,QKZ,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=QKZ; data_element=QKZRASTER; description=Inspection Point
PP,PLKO,QDYNSTRING,String for Dynamic Modification Criteria (Database Relevant),QDYNSTRING,QDYNSTRING,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=QDYNSTRING; data_element=QDYNSTRING; description=String for Dynamic Modification Criteria (Database Relevant)
PP,PLKO,PPOOL,Maintenance package pool,PPOOL,PPOOL,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=PPOOL; data_element=PPOOL; description=Maintenance package pool
PP,PLKO,IWERK,Maintenance Planning Plant,IWERK,WERKS,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=WERKS; data_element=IWERK; description=Maintenance Planning Plant
PP,PLKO,ANLZU,System Condition,ANLZU,ANLZU,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=ANLZU; data_element=ANLZU; description=System Condition
PP,PLKO,EXTNUM,External Numbering of Units to Be Inspected,QEXTNUM,QEXTNUM,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=QEXTNUM; data_element=QEXTNUM; description=External Numbering of Units to Be Inspected
PP,PLKO,ARBTY,Object types of the CIM resource,CR_OBJTY,CR_OBJTY,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=CR_OBJTY; data_element=CR_OBJTY; description=Object types of the CIM resource
PP,PLKO,STUPR,Setup recipe,STUPR,PLNNR,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=PLNNR; data_element=STUPR; description=Setup recipe
PP,PLKO,CLNDR,Clean-out recipe,CLNDR,PLNNR,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=PLNNR; data_element=CLNDR; description=Clean-out recipe
PP,PLKO,PRTYP,Process type,C2_PRTYP,C2_PRTYP,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=C2_PRTYP; data_element=C2_PRTYP; description=Process type
PP,PLKO,FLG_CHK,Ind: Task list was submitted for consistency check,FLG_CHKED,XFELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=XFELD; data_element=FLG_CHKED; description=Ind: Task list was submitted for consistency check
PP,PLKO,TTRAS,Task lists: Internal representation of the period pattern,CP_TTRAS,CP_TTRAS,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=CP_TTRAS; data_element=CP_TTRAS; description=Task lists: Internal representation of the period pattern
PP,PLKO,FLG_CAPO,Recalculate standard values at order creation using CAPP,FLG_CAPO,FLG_CAPO,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=FLG_CAPO; data_element=FLG_CAPO; description=Recalculate standard values at order creation using CAPP
PP,PLKO,CHRULE,Change Rule,R_CHRULE,R_CHRULE,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=R_CHRULE; data_element=R_CHRULE; description=Change Rule
PP,PLKO,CCOAA,Change Type for Object,CCOAA,CCOAA,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=CCOAA; data_element=CCOAA; description=Change Type for Object
PP,PLKO,MS_FLAG,Indicator: Multiple Specifications,Q_MS_FLG,Q_MS_FLG,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=Q_MS_FLG; data_element=Q_MS_FLG; description=Indicator: Multiple Specifications
PP,PLKO,CHANGEDDATETIME,UTC Time Stamp in Short Form (YYYYMMDDhhmmss),TZNTSTMPS,TZNTSTMPS,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=TZNTSTMPS; data_element=TZNTSTMPS; description=UTC Time Stamp in Short Form (YYYYMMDDhhmmss)
PP,PLKO,TSTMP_BW,Time Stamp for BI Delta Extraction,TSTMP_BW_EXT,RKE_TSTMP,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=RKE_TSTMP; data_element=TSTMP_BW_EXT; description=Time Stamp for BI Delta Extraction
PP,PLKO,CRTYPE,Change Record Type,CHANGE_RECORD_TYPE,CHANGE_RECORD_TYPE,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=CHANGE_RECORD_TYPE; data_element=CHANGE_RECORD_TYPE; description=Change Record Type
PP,PLKO,EFFTYP,Effectivity Type,CC_EFFT,CC_CHAR10,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=CC_CHAR10; data_element=CC_EFFT; description=Effectivity Type
PP,PLKO,XHIERTL,Sign: Task List Contains Hierarchical Operations,XHIERTL,XFELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=XFELD; data_element=XHIERTL; description=Sign: Task List Contains Hierarchical Operations
PP,PLPO,TECHV,Technical status from,TECHV,TECHS,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=TECHS; data_element=TECHV; description=Technical status from
PP,PLPO,PARKZ,Indicator: inactive changes,PARKZ,XFELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=XFELD; data_element=PARKZ; description=Indicator: inactive changes
PP,PLPO,LTXA2,Second line of the description,LTXA2,TEXT40,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=TEXT40; data_element=LTXA2; description=Second line of the description
PP,PLPO,VPLNR,Group of the referenced task list,VPLNNR,PLNNR,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=PLNNR; data_element=VPLNNR; description=Group of the referenced task list
PP,PLPO,VPLFL,Referenced sequence in routing,VPLBFL,PLNFOLGE,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=PLNFOLGE; data_element=VPLBFL; description=Referenced sequence in routing
PP,PLPO,VINTV,Increment between referenced operations,VINTV,VINTV,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=VINTV; data_element=VINTV; description=Increment between referenced operations
PP,PLPO,ZMERH,Break Time,DZMERH,VGWRT,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=VGWRT; data_element=DZMERH; description=Break Time
PP,PLPO,ZEIER,Unit for a Break Time,DZEIER,MEINS,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=MEINS; data_element=DZEIER; description=Unit for a Break Time
PP,PLPO,PDEST,Printer for shop papers,CR_PDEST,RSPOPNAME,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=RSPOPNAME; data_element=CR_PDEST; description=Printer for shop papers
PP,PLPO,QUALF,Suitability,QUALF,QUALF,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=QUALF; data_element=QUALF; description=Suitability
PP,PLPO,RFGRP,Setup group category,RUEFAGRP,RUEFAGRP,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=RUEFAGRP; data_element=RUEFAGRP; description=Setup group category
PP,PLPO,AUFAK,Scrap factor,AUSCHUFAK,AUSCHUFAK,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=AUSCHUFAK; data_element=AUSCHUFAK; description=Scrap factor
PP,PLPO,LOGRP,Wage Group,LOHNGRP,LOHNGRP,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=LOHNGRP; data_element=LOHNGRP; description=Wage Group
PP,PLPO,UEMUS,Required Overlapping,UEMUSKZ,XFELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=XFELD; data_element=UEMUSKZ; description=Required Overlapping
PP,PLPO,UEKAN,Optional Overlapping,UEKANKZ,XFELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=XFELD; data_element=UEKANKZ; description=Optional Overlapping
PP,PLPO,ZEIMU,Unit for the Minimum Overlap Time,DZEIMU,MEINS,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=MEINS; data_element=DZEIMU; description=Unit for the Minimum Overlap Time
PP,PLPO,ZMINU,Minimum Overlap Time,DZMINU,VGWRT,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=VGWRT; data_element=DZMINU; description=Minimum Overlap Time
PP,PLPO,MINWE,Minimum Send-Ahead Quantity,MINWEI,MINWEI,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=MINWEI; data_element=MINWEI; description=Minimum Send-Ahead Quantity
PP,PLPO,SPMUS,Splitting Required,SPLITTUNG,XFELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=XFELD; data_element=SPLITTUNG; description=Splitting Required
PP,PLPO,ZEILM,Unit for the Maximum Wait Time,DZEILM,MEINS,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=MEINS; data_element=DZEILM; description=Unit for the Maximum Wait Time
PP,PLPO,ZLMAX,Maximum Wait Time,DZLMAX,VGWRT,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=VGWRT; data_element=DZLMAX; description=Maximum Wait Time
PP,PLPO,ZEILP,Unit for the Required Wait Time,DZEILP,MEINS,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=MEINS; data_element=DZEILP; description=Unit for the Required Wait Time
PP,PLPO,ZLPRO,Minimum Wait Time,DZLPRO,VGWRT,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=VGWRT; data_element=DZLPRO; description=Minimum Wait Time
PP,PLPO,ZEIWN,Unit for the Standard Queue Time,DZEIWN,MEINS,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=MEINS; data_element=DZEIWN; description=Unit for the Standard Queue Time
PP,PLPO,ZWNOR,Standard Queue Time,DZWNOR,VGWRT,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=VGWRT; data_element=DZWNOR; description=Standard Queue Time
PP,PLPO,ZEIWM,Unit for the Minimum Queue Time,DZEIWM,MEINS,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=MEINS; data_element=DZEIWM; description=Unit for the Minimum Queue Time
PP,PLPO,ZWMIN,Minimum Queue Time,DZWMIN,VGWRT,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=VGWRT; data_element=DZWMIN; description=Minimum Queue Time
PP,PLPO,ZEITN,Unit for the standard move time,DZEITN,MEINS,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=MEINS; data_element=DZEITN; description=Unit for the standard move time
PP,PLPO,ZTNOR,Standard Move Time,DZTNOR,VGWRT,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=VGWRT; data_element=DZTNOR; description=Standard Move Time
PP,PLPO,ZEITM,Unit for the minimum move time,DZEITM,MEINS,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=MEINS; data_element=DZEITM; description=Unit for the minimum move time
PP,PLPO,ZTMIN,Minimum Move Time,DZTMIN,VGWRT,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=VGWRT; data_element=DZTMIN; description=Minimum Move Time
PP,PLPO,ABLIPKZ,Teardown and Wait Occur in Parallel,ABLIPKZ,FLAG,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=FLAG; data_element=ABLIPKZ; description=Teardown and Wait Occur in Parallel
PP,PLPO,RSTRA,Reduction Strategy per Operation,RSTRA,RSTRA,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=RSTRA; data_element=RSTRA; description=Reduction Strategy per Operation
PP,PLPO,OFFSTB,Offset to sub-operation start,CP_OOFFSTB,VNZTV,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=VNZTV; data_element=CP_OOFFSTB; description=Offset to sub-operation start
PP,PLPO,EHOFFB,Unit for Offset to Start,CP_OEHOFFB,MEINS,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=MEINS; data_element=CP_OEHOFFB; description=Unit for Offset to Start
PP,PLPO,OFFSTE,Offset to sub-operation finish,CP_OOFFSTE,VNZTV,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=VNZTV; data_element=CP_OOFFSTE; description=Offset to sub-operation finish
PP,PLPO,EHOFFE,Unit for Offset to Finish,CP_OEHOFFE,MEINS,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=MEINS; data_element=CP_OEHOFFE; description=Unit for Offset to Finish
PP,PLPO,SORTL,Sort Term for Non-Stock Info Records,SORTI,CHAR10,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=CHAR10; data_element=SORTI; description=Sort Term for Non-Stock Info Records
PP,PLPO,KZLGF,Indicator: Lot-Size-Independent External Processing,KZLGF,XFELD,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=XFELD; data_element=KZLGF; description=Indicator: Lot-Size-Independent External Processing
PP,PLPO,DAUNO,Normal duration of the activity,DAUNOR,DAUER_4_1,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=DAUER_4_1; data_element=DAUNOR; description=Normal duration of the activity
PP,PLPO,DAUNE,Normal duration/unit,DAUNORE,MEINS,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=MEINS; data_element=DAUNORE; description=Normal duration/unit
PP,PLPO,DAUMI,Minimum activity duration,DAUMIN,DAUER_4_1,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=DAUER_4_1; data_element=DAUMIN; description=Minimum activity duration
PP,PLPO,DAUME,Unit for the minimum duration,DAUMINE,MEINS,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=MEINS; data_element=DAUMINE; description=Unit for the minimum duration
PP,PLPO,DDEHN,Indicator: flexible duration,DAUDEHN,X,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=X; data_element=DAUDEHN; description=Indicator: flexible duration
PP,PLPO,ARBEI,Work involved in the activity,ARBEIT,ARBEIT,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=ARBEIT; data_element=ARBEIT; description=Work involved in the activity
PP,PLPO,ARBEH,Unit for work,ARBEITE,MEINS,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=MEINS; data_element=ARBEITE; description=Unit for work
PP,PLPO,PRZNT,Work percentage,APROZENT,INT1,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=INT1; data_element=APROZENT; description=Work percentage
PP,PLPO,VERTL,Distribution function for capacity requirements,VERTEILUNG,VERTEILUNG,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=VERTEILUNG; data_element=VERTEILUNG; description=Distribution function for capacity requirements
PP,PLPO,MLSTN,Usage,MILESTONE,MILESTONE,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=MILESTONE; data_element=MILESTONE; description=Usage
PP,PLPO,USR00,User field with 20 characters,USRCHAR20,USRCHAR20,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=USRCHAR20; data_element=USRCHAR20; description=User field with 20 characters
PP,PLPO,USR01,User field with 20 characters,USRCHAR20,USRCHAR20,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=USRCHAR20; data_element=USRCHAR20; description=User field with 20 characters
PP,PLPO,USR02,User Field with 10 Characters,USRCHAR10,USRCHAR10,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=USRCHAR10; data_element=USRCHAR10; description=User Field with 10 Characters
PP,PLPO,USR03,User Field with 10 Characters,USRCHAR10,USRCHAR10,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=USRCHAR10; data_element=USRCHAR10; description=User Field with 10 Characters
PP,PLPO,USR04,User field for quantity (length 10.3),USRQUAN13,USRQUAN13,unmapped,true,high,description_domain_data_element,source=sap_remaining_unmapped; module=PP; domain=USRQUAN13; data_element=USRQUAN13; description=User field for quantity (length 10.3)
