wd_entity,wd_field,wd_type,wd_description
Worker_Status_Detail_DataType,Rehire,boolean,"Returns ""Yes"" if the worker is a rehire based on the most recent hire event."
Leave_Status_Detail_DataType,Leave_Request_Event_Reference,Leave_Request_EventObjectType,Worker Leave Event
Leave_Status_Detail_DataType,Leave_Request_Description,string,The description of Leave Request Event.
Leave_Status_Detail_DataType,Leave_Return_Event_Reference,Unique_IdentifierObjectType,The leave request return event. Contains information to the reference of leave return only when the leave has been returned.
Leave_Status_Detail_DataType,On_Leave,boolean,Boolean attribute identifying whether the Worker is On Leave (as of As Of Date).
Leave_Status_Detail_DataType,Leave_Start_Date,date,Current leave event Start Date.
Leave_Status_Detail_DataType,Estimated_Leave_End_Date,date,Current leave event Estimated End Date.
Leave_Status_Detail_DataType,Leave_End_Date,date,Most recent leave event Actual End Date.
Leave_Status_Detail_DataType,First_Day_Of_Work,date,First Day of Work.
Leave_Status_Detail_DataType,Leave_Last_Day_of_Work,date,Last day of work for the worker's leave event.
Leave_Status_Detail_DataType,Leave_of_Absence_Type_Reference,Leave_of_Absence_TypeObjectType,The type of leave.
Leave_Status_Detail_DataType,Benefits_Effect,boolean,Boolean attribute identifying whether the leave event has a Benefits Effect.
Leave_Status_Detail_DataType,Payroll_Effect,boolean,Boolean attribute identifying whether the leave event has a Payroll Effect.
Leave_Status_Detail_DataType,Paid_Time_Off_Accrual_Effect,boolean,Boolean attribute identifying whether the leave event has a Absence Accrual Effect.
Leave_Status_Detail_DataType,Continuous_Service_Accrual_Effect,boolean,Boolean attribute identifying whether the leave event has a Continuous Service Accrual Effect.
Leave_Status_Detail_DataType,Stock_Vesting_Effect,boolean,Boolean attribute identifying whether the leave event has a Stock Vesting Effect.
Leave_Status_Detail_DataType,Leave_Type_Reason_Reference,Leave_Type_ReasonObjectType,Leave Type Reason
Leave_Status_Detail_DataType,Leave_Request_Additional_Fields,Leave_Request_Additional_FieldsType,Element to capture all the leave request additional fields
Transaction_Log_EntryType,Transaction_Log_Reference,Transaction_LogObjectType,A reference to a transaction log entry.
Transaction_Log_EntryType,Transaction_Log_Data,Transaction_Log_DataType,
Transaction_Log_DataType,Transaction_Log_Description,string,The Description of the Transaction Log
Transaction_Log_DataType,Transaction_Effective_Moment,dateTime,Date attribute identifying the effective moment of the transaction.
Transaction_Log_DataType,Transaction_Entry_Moment,dateTime,Date attribute identifying the entry moment of the transaction.
Transaction_Log_DataType,Transaction_Log_Type_Reference,Transaction_Log_TypeObjectType,References to the transaction log types of the transaction.
Transaction_Log_DataType,Transaction_Target_Reference,Event_TargetObjectType,References to the transaction targets of the transaction.
Transaction_Log_DataType,Is_Rescind_Or_Rescinded,boolean,This transaction log is either an event that has been rescinded or is a rescind event that rescinds another event.
Transaction_Log_DataType,Is_Correction_Or_Corrected,boolean,This transaction log is either an event that has been corrected or is a correction event that corrects another event.
Employer_Contribution_Percentage_DataType,Election_Percentage,,The employer's contribution.
Transaction_Type_ReferencesType,Transaction_Type_Reference,Transaction_Log_TypeObjectType,"If specified, this search criterium will return those Transaction Log Entries with Transaction Types that match the search criterium."
Event_Target_Transaction_Log_Entry_DataType,Transaction_Log_Entry,Transaction_Log_EntryType,
Create_Workday_Account_Sub_Business_ProcessType,Business_Sub_Process_Parameters,Business_Sub_Process_ParametersType,Wrapper element for web services sub business process parameters.
Create_Workday_Account_Sub_Business_ProcessType,Create_Workday_Account_Data,System_User_DataType,Wrapper element for workday account data
Worker_Health_Care_DataType,Health_Care_Period_Data,Worker_Health_Care_Period_DataType,Contains the health care period data for an employee based on the benefit plan year.
Worker_Health_Care_Period_DataType,Enrollment_Period_Data,Enrollment_Period_DataType,Contains the benefit plan year information.
Worker_Health_Care_Period_DataType,Health_Care_Coverage_Data,Worker_Health_Care_Coverage_DataType,Contains the health care coverage information (elections) for an employee.
Worker_Health_Care_Coverage_DataType,Health_Care_Coverage_Target_Reference,Health_Care_Coverage_TargetObjectType,A reference to the level of coverage elected.
Worker_Health_Care_Coverage_DataType,Original_Coverage_Begin_Date_for_Coverage_Target,date,The first date that coverage began for this type of coverage level.
Worker_Health_Care_Coverage_DataType,Provider_ID,string,The Provider ID of the Primary Care Physician for the employee.
Worker_Health_Care_Coverage_DataType,Benefit_Election_Data,Worker_Benefit_Election_DataType,The election information for the coverage.
Worker_Health_Care_Coverage_DataType,Dependent_Coverage_Data,Dependent_Coverage_DataType,Contains the dependents covered for the election.
Worker_Benefit_Election_DataType,Coverage_Begin_Date,date,"The date that the coverage began for the coverage level, dependents, and beneficiaries (if applicable)."
Worker_Benefit_Election_DataType,Coverage_End_Date,date,The date that coverage ended for this election.
Worker_Benefit_Election_DataType,Election_Coverage_Begin_Date,date,The date that coverage began for this election.
Worker_Benefit_Election_DataType,Original_Coverage_Begin_Date,date,The first date that coverage began for this election. This is used to track when an employee first elected a coverage.
Worker_Benefit_Election_DataType,Original_Coverage_Begin_Date_for_Benefit_Coverage_Type,date,The first date that coverage began for this type of coverage.
Worker_Benefit_Election_DataType,Deduction_Begin_Date,date,The date that the deduction began for this plan.
Worker_Benefit_Election_DataType,Deduction_End_Date,date,The date that the deduction ended for plan.
Worker_Benefit_Election_DataType,Election_Status,string,"The status of the coverage: Current, Prior, or Future"
Worker_Benefit_Election_DataType,Enrollment_Signature_Date,date,Indicates the date on file for the enrollment signature.
Worker_Benefit_Election_DataType,Latest_Enrollment_Signature_Date,date,Returns the Latest Enrollment Signature Date for the plan elected
Worker_Benefit_Election_DataType,Original_Signature_Date,date,Returns the Original Enrollment Signature Date from the Worker's submission.
Worker_Benefit_Election_DataType,Passive_Enrollment,boolean,Indicates the date on file for the enrollment signature.
Worker_Benefit_Election_DataType,Benefit_Plan_Summary_Data,Benefit_Plan_Summary_DataType,Indicates the date on file for the enrollment signature.
Worker_Benefit_Election_DataType,Original_Plan_Enrollment_Date,date,"First time an individual enrolled in the plan of this benefit election, ignoring gaps in coverage."
Worker_Benefit_Election_DataType,Original_Benefit_Provider_Enrollment_Date,date,"First time an individual enrolled in any plan associated with this provider for this election, ignoring gaps in coverage."
Benefit_Plan_Summary_DataType,Benefit_Plan_Reference,Benefit_PlanObjectType,A reference for the benefit plan.
Benefit_Plan_Summary_DataType,Benefit_Plan_Name,string,The name of the benefit plan.
Benefit_Plan_Summary_DataType,Group_Identifier,string,The group identifier of the benefit plan.
Benefit_Plan_Summary_DataType,Benefit_Coverage_Type_Reference,Benefit_Coverage_TypeObjectType,The type of coverage that the benefit plan is for.
Benefit_Plan_Summary_DataType,Currency_Reference,CurrencyObjectType,The default currency of the benefit plan.
Benefit_Plan_Summary_DataType,Frequency_Reference,FrequencyObjectType,The default currency of the benefit plan.
Benefit_Plan_Summary_DataType,Health_Care_Classification_Reference,Health_Care_ClassificationObjectType,The classification of the health care plan.
Benefit_Plan_Summary_DataType,Insurance_Coverage_Target_Reference,Insurance_Coverage_TargetObjectType,The insurance coverage target for the insurance plan.
Benefit_Plan_Summary_DataType,Benefit_Provider_Summary_Data,Benefit_Provider_Summary_DataType,Contains the summary information about the benefit provider of the benefit plan.
Benefit_Plan_Summary_DataType,External_Integration_ID_Data,External_Integration_ID_DataType,
Benefit_Plan_Summary_DataType,Pay_Component_Reference,Pay_ComponentObjectType,Pay Component Reference for the Benefit Plan
Benefit_Provider_Summary_DataType,Benefit_Provider_Reference,Benefit_ProviderObjectType,A reference to the benefit provider.
Benefit_Provider_Summary_DataType,Benefit_Provider_Name,string,The name of the benefit provider.
Benefit_Provider_Summary_DataType,Benefit_Provider_Identifier_Type_Reference,Benefit_Provider_Identifier_TypeObjectType,The name of the benefit provider.
Dependent_Coverage_DataType,Dependent_Reference,DependentObjectType,A reference to the dependent.
Dependent_Coverage_DataType,Original_Coverage_Begin_Date,date,The date that coverage began for this election.
Dependent_Coverage_DataType,Coverage_End_Date,date,The date that coverage ended for this election.
Dependent_Coverage_DataType,Original_Coverage_Begin_Date_for_Benefit_Coverage_Type,date,The date that coverage for the Dependent began on the Benefit Coverage Type.
Dependent_Coverage_DataType,First_Date_Covered_by_Benefit_Plan,date,The very first date that the Dependent was covered by the Benefit Plan. Any gaps in coverage are ignored.
