wd_entity,wd_field,wd_type,wd_description,classification_bucket,direct_field_canonical_concept_id,description_canonical_concept_id,top_canonical_concept_id,top_canonical_strength,top_knowledge_concept_id,top_knowledge_strength
Committee_Meeting_Agenda_Item_Attachment_DataType,Comment,string,Attachment comment,strong_canonical_candidate,,,address.city,0.800,notes comments,1.000
Committee_Meeting_Agenda_Item_Attachment_DataType,File,base64Binary,File,unmapped,,,,,,
Scheduling_Non_Work_Time_DataType,Meal_In,time,Meal In Time for the Work Schedule Calendar Event.,unmapped,,,,,,
Scheduling_Non_Work_Time_DataType,Meal_Out,time,Meal Out Time for the Work Schedule Calendar Event.,unmapped,,,,,,
Relative_Name_DataType,Relative_Name_Reference_Reference,Relative_Name_ReferenceObjectType,"Holds a reference to a main relative name reference, with a single instance referencing all versions of a relative name.",unmapped,,,,,,
Relative_Name_Information_DataType,Relative_Name_Data,Relative_Name_DataType,,unmapped,,,,,,
Worker_Job_DataType,Position_Data,Position_Detail_DataType,"Contains the worker's employment information, such as their position and job information. Security Note: This element is secured to the following domains: Self-Service: Current Staffing Information, Worker Data: Current Staffing Information",direct_alias_match,employee.position,,address.country,0.800,employee.position,1.000
Worker_Job_DataType,Position_Organizations_Data,Position_Organization_DataType,Contains the worker's organizations that they are a member of related to the position.,direct_alias_match,employee.position,,address.country,0.800,employee.position,1.000
Worker_Job_DataType,Position_Management_Chains_Data,Position_Management_Chains_DataType,Contains the worker's management chains related to the position.,direct_alias_match,employee.position,,address.country,0.800,employee.position,1.000
Location_Instructional_Site_DataType,Instructional_Site_Data_Capacity,,Capacity,direct_alias_match,address.city,,activity id,0.800,address.city,1.000
Location_Instructional_Site_DataType,Off-Site,boolean,Off-site,unmapped,,,,,,
Location_Instructional_Site_DataType,Instructional_Use_Only,boolean,Instructional Use Only,unmapped,,,,,,
Get_Workday_Account_RequestType,Request_References,Get_Workday_Account_Request_ReferencesType,,unmapped,,,,,,
Get_Workday_Account_RequestType,Request_Criteria,Get_Workday_Account_Request_CriteriaType,,unmapped,,,,,,
Get_Workday_Account_RequestType,Response_Filter,Response_FilterType,,unmapped,,,,,,
Get_Workday_Account_ResponseType,Request_References,Get_Workday_Account_Request_ReferencesType,,unmapped,,,,,,
Get_Workday_Account_ResponseType,Request_Criteria,Get_Workday_Account_Request_CriteriaType,,unmapped,,,,,,
Get_Workday_Account_ResponseType,Response_Filter,Response_FilterType,,unmapped,,,,,,
Get_Workday_Account_ResponseType,Response_Results,Response_ResultsType,,unmapped,,,,,,
Get_Workday_Account_ResponseType,Response_Data,Get_Workday_Account_Response_DataType,,unmapped,,,,,,
Get_Workday_Account_Response_DataType,Workday_Account_Response_Data,Get_Workday_AccountType,Element containing Workday Account Data,unmapped,,,,,,
Get_Workday_AccountType,Workday_Account_for_Worker_Data,Workday_Account_for_Worker_DataType,,unmapped,,,,,,
Create_External_Committee_Member_DataType,ID,string,Committee Member Reference ID for the Manage Committee Membership Service,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Create_External_Committee_Member_DataType,Personal_Information_Data,Generic_Personal_Information_DataType,,unmapped,,,,,,
Create_External_Committee_Member_DataType,Person_Identification_Data,Person_Identification_DataType,,direct_alias_match,employee.national_id,,activity id,0.800,employee.id,0.550
Create_External_Committee_Member_DataType,Person_Photo_Data,Person_Photo_DataType,,unmapped,,,,,,
Create_External_Committee_Member_DataType,Location_Contexts_Reference,Location_ContextObjectType,Reference to the location context for the Affiliate. Auto-populated from the country from the person's legal name.,direct_alias_match,employee.name,,activity id,0.500,address.city,0.550
Veteran_Status_Identification_DataType,Worker_Reference,WorkerObjectType,The Worker for this business process.,direct_alias_match,employee.id,,contact.id,0.500,employee.id,1.000
Change_Veteran_Status_Identification_RequestType,Business_Process_Parameters,Business_Process_ParametersType,,unmapped,,,,,,
Start_End_Minute_Support_DataType,Start_Date,date,Date value for the start time for Calendar Event.,direct_alias_match,employee.position,,absence.end_date,0.500,absence end date,0.550
Start_End_Minute_Support_DataType,End_Date,date,Date value for the End Time for Calendar Event.,direct_alias_match,employee.position,,absence.end_date,0.800,absence end date,1.000
Manage_Professional_Affiliation_Sub_Business_Process_DataType,Business_Sub_Process_Parameters,Business_Sub_Process_ParametersType,Manage Professional Affiliation Sub Business Process Data,unmapped,,,,,,
Manage_Professional_Affiliation_Sub_Business_Process_DataType,Manage_Professional_Affiliation_Data,Manage_Professional_Affiliation_Data_for_RoleType,Manage Professional Affiliation Sub Business Process Data,unmapped,,,,,,
Manage_Education_Sub_Business_Process_DataType,Business_Sub_Process_Parameters,Business_Sub_Process_ParametersType,Manage Education Sub Business Process Data,unmapped,,,,,,
Manage_Education_Sub_Business_Process_DataType,Manage_Education_Data,Manage_Education_Data_for_RoleType,Manage Education Sub Business Process Data,unmapped,,,,,,
Assign_Members_to_Custom_Organization_DataType,Reorganization_Reference,ReorganizationObjectType,Reorganization determines the effective date that positions are added as a member,direct_alias_match,employee.position,,address.country,0.800,address valid to,0.550
Assign_Members_to_Custom_Organization_DataType,Positions_to_Add_Reference,Position_ElementObjectType,"The position or position restriction you want to add to the custom organization. For position restrictions, Workday uses the reorganization effective date to determine the position. When a position restriction has job overlap as of the reorganization effective date, Workday assigns membership to the principal and overlap positions. If the position is unavailable or unfilled as of the date you view the custom organization it's assigned to, Workday doesn't display it.",direct_alias_match,employee.position,,account.owner_employee_id,0.500,account owner,0.550
Assign_Members_to_Custom_Organization_DataType,Positions_to_Remove_Reference,Position_ElementObjectType,Positions to be removed from the custom organization. Positions that are not members of the custom organization as of the reorganization effective date will be ignored.,direct_alias_match,employee.position,,address.country,0.800,address valid from,0.550
Assign_Members_to_Custom_Organization_DataType,Membership_Rules_Reference,Membership_RuleObjectType,"Optional. The reference ID of an existing membership rule. For positions that match the rule criteria as of the reorganization effective date, this operation explicitly adds them as members of the custom organization. You must have access to membership rules to be able to specify a membership rule. This field is available as of v37.2",direct_alias_match,employee.position,,address.country,0.800,address valid to,0.550
Assign_Members_to_Custom_Organization_DataType,Remove_All_Existing_Members,boolean,"If true, this operation removes all members as of the reorganization effective date, including positions that are not currently members. This operation has no impact on membership based on dynamic or semi-dynamic rules that are linked to the custom organization. The default is false. This field is available as of v37.2",direct_alias_match,employee.position,,address.country,0.800,address valid to,0.550
Assign_Members_to_Custom_Organization_RequestType,Assign_Members_to_Custom_Organization_Data,Assign_Members_to_Custom_Organization_DataType,,unmapped,,,,,,
Work_Status_Rule_Set_DataType,ID,string,Reference ID for Work Status Rule Set,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Work_Status_Rule_Set_DataType,Work_Status_Rule_Set_Name,string,Name of Work Status Rule Set,unmapped,,,,,,
Work_Status_Rule_Set_DataType,Work_Status_Rule_Set_Description,RichText,Description of Work Status Rule Set,unmapped,,,,,,
Work_Status_Rule_Set_DataType,Restricted_to_Academic_Unit_Reference,Academic_UnitObjectType,The Academic Unit that the Work Status Rule Set is restricted to,unmapped,,,,,,
Work_Status_Rule_Set_DataType,Inactive,boolean,This flag will inactivate the Work Status Rule Set.,direct_alias_match,address.city,,activity id,0.800,address.city,1.000
Work_Status_Rule_Set_DataType,Minimum_Years_Since_Last_Applicable_Leave,,Minimum Years Since Last Applicable Leave,unmapped,,,,,,
Work_Status_Rule_Set_DataType,Work_Status_Rule_Row_Subdata,Work_Status_Rule_Row_SubdataType,Element Container for all the Attributes and Relationships for each Work Status Rule Row,unmapped,,,,,,
Put_Work_Status_Rule_Set_RequestType,Work_Status_Rule_Set_Data,Work_Status_Rule_Set_DataType,,unmapped,,,,,,
Put_Work_Status_Rule_Set_ResponseType,Work_Status_Rule_Set_Reference,Work_Status_Rule_SetObjectType,Created/Edited Work Status Rule Set,unmapped,,,,,,
Work_Status_Rule_Row_SubdataType,Work_Status_Rule_Row_ID,string,Reference ID for Work Status Rule Row.,unmapped,,,,,,
Work_Status_Rule_Row_SubdataType,Work_Status_Rule_Name,string,Name of the Work Status Rule Row,unmapped,,,,,,
Work_Status_Rule_Row_SubdataType,Work_Status_Reference,Work_StatusObjectType,Specific Work Status associated to the row,unmapped,,,,,,
Work_Status_Rule_Row_SubdataType,Work_Status_Rule_Reference,Work_Status_RuleObjectType,Evaluation designated for the row,unmapped,,,,,,
Work_Status_Rule_Set_Response_GroupType,Include_Reference,boolean,Boolean that checks on whether or not to include the reference ID,direct_alias_match,address.country,,address.city,0.800,address.country,1.000
Get_Work_Status_Rule_Sets_RequestType,Response_Filter,Response_FilterType,,unmapped,,,,,,
Get_Work_Status_Rule_Sets_RequestType,Response_Group,Work_Status_Rule_Set_Response_GroupType,,unmapped,,,,,,
Work_Status_Rule_SetType,Work_Status_Rule_Set_Reference,Work_Status_Rule_SetObjectType,Reference to Work Status Rule Set where data is retrieved from,unmapped,,,,,,
Work_Status_Rule_SetType,Work_Status_Rule_Set_Data,Work_Status_Rule_Set_DataType,,unmapped,,,,,,
Work_Status_Rule_Set_Response_DataType,Work_Status_Rule_Set,Work_Status_Rule_SetType,,unmapped,,,,,,
Get_Work_Status_Rule_Sets_ResponseType,Response_Filter,Response_FilterType,,unmapped,,,,,,
Get_Work_Status_Rule_Sets_ResponseType,Response_Group,Work_Status_Rule_Set_Response_GroupType,,unmapped,,,,,,
Get_Work_Status_Rule_Sets_ResponseType,Response_Results,Response_ResultsType,,unmapped,,,,,,
Get_Work_Status_Rule_Sets_ResponseType,Response_Data,Work_Status_Rule_Set_Response_DataType,,unmapped,,,,,,
Period_Reporting_Calendar_DataType,ID,string,Reference ID of the Period Reporting Calendar,direct_alias_match,address.city,,activity id,1.000,account.id,1.000
Period_Reporting_Calendar_DataType,Reporting_Calendar_Name,string,Period Reporting Calendar Name,unmapped,,,,,,
Period_Reporting_Calendar_DataType,Default_Calendar,boolean,"If true, the Period Reporting calendar is the default for the system or the academic unit",unmapped,,,,,,
Period_Reporting_Calendar_DataType,Inactive,boolean,"if true, the Period Reporting Calendar is inactive",direct_alias_match,address.city,,activity id,0.800,address.city,1.000
Period_Reporting_Calendar_DataType,Period_Reporting_Calendar_Row_Data,Period_Reporting_Calendar_Row_DataType,Data per Period of the Period Reporting Calendar,unmapped,,,,,,
Put_Period_Reporting_Calendar_RequestType,Period_Reporting_Calendar_Data,Period_Reporting_Calendar_DataType,,unmapped,,,,,,
Period_Reporting_Calendar_Response_GroupType,Include_Reference,boolean,Include Reference flag for the Get Period Reporting Calendars Web Service,direct_alias_match,address.country,,address.city,0.800,address.country,1.000
Get_Period_Reporting_Calendars_RequestType,Request_References,Period_Reporting_Calendar_Request_ReferencesType,,unmapped,,,,,,
Get_Period_Reporting_Calendars_RequestType,Request_Criteria,Period_Reporting_Calendar_Request_CriteriaType,The Criteria of the request,unmapped,,,,,,
Get_Period_Reporting_Calendars_RequestType,Response_Filter,Response_FilterType,,unmapped,,,,,,
Get_Period_Reporting_Calendars_RequestType,Response_Group,Period_Reporting_Calendar_Response_GroupType,the specified response group of the request,unmapped,,,,,,
Period_Reporting_CalendarType,Period_Reporting_Calendar_Data,Period_Reporting_Calendar_DataType,Period Reporting Calendar Data element (Contains all the information about a period reporting calendar),unmapped,,,,,,
Period_Reporting_Calendar_Response_DataType,Period_Reporting_Calendar,Period_Reporting_CalendarType,,unmapped,,,,,,
Get_Period_Reporting_Calendars_ResponseType,Request_References,Period_Reporting_Calendar_Request_ReferencesType,Request References element for Get Period Reporting Calendars Web Service,unmapped,,,,,,
